name,year,month,infection,forest cover,population,area,oro_temp,juntamoji_temp,debesuotumas,slegis_juros_lyg,santyk_oro_dregme,kritutliu_kiekis
Utenos r. sav.,2018,7,2,33.7,38366.0,1230.0,19.713037634408604,19.835483870967742,60.43656207366985,1011.7264784946236,78.65591397849462,75.9
Visagino sav.,2018,7,0,57.5,19890.0,58.0,19.456720430107527,19.541129032258063,56.649595687331534,1011.5540322580644,79.78091397849462,99.7
Zarasų r. sav.,2018,7,3,37.8,16020.0,1331.0,19.456720430107527,19.541129032258063,56.649595687331534,1011.5540322580644,79.78091397849462,99.7
Utenos apskritis,2018,7,17,34.7,132968.0,7191.0,19.713037634408604,19.835483870967742,60.43656207366985,1011.7264784946236,78.65591397849462,75.9
Šalčininkų r. sav.,2018,7,1,48.5,31363.0,1493.0,19.53682795698925,19.600672043010757,62.02018842530283,1011.6327956989248,77.30510752688173,119.3
Širvintų r. sav.,2018,7,2,33.5,15767.0,905.0,19.788709677419355,19.887096774193548,55.71447902571042,1011.8185483870968,77.47311827956989,88.9
Švenčionių r. sav.,2018,7,7,60.2,24238.0,1691.0,19.456720430107527,19.541129032258063,56.649595687331534,1011.5540322580644,79.78091397849462,99.7
Trakų r. sav.,2018,7,19,50.5,31759.0,1207.0,19.53682795698925,19.600672043010757,62.02018842530283,1011.6327956989248,77.30510752688173,119.3
Ukmergės r. sav.,2018,7,9,32.9,35427.0,1395.0,19.788709677419355,19.887096774193548,55.71447902571042,1011.8185483870968,77.47311827956989,88.9
Vilniaus r. sav.,2018,7,16,41.7,92776.0,2129.0,19.53682795698925,19.600672043010757,62.02018842530283,1011.6327956989248,77.30510752688173,119.3
Vilniaus m. sav.,2018,7,93,34.6,540623.0,400.0,19.53682795698925,19.600672043010757,62.02018842530283,1011.6327956989248,77.30510752688173,119.3
Vilniaus apskritis,2018,7,147,44.3,795134.0,9730.0,19.53682795698925,19.600672043010757,62.02018842530283,1011.6327956989248,77.30510752688173,119.3
Alytaus r. sav.,2018,8,0,25.1,26114.0,1403.0,19.02943548387097,18.986290322580643,38.73061224489796,1016.9494623655914,71.9489247311828,34.7
Alytaus m. sav.,2018,8,4,32.5,53996.0,39.0,19.02943548387097,18.986290322580643,38.73061224489796,1016.9494623655914,71.9489247311828,34.7
Druskininkų sav.,2018,8,3,69.4,20288.0,453.0,19.07513440860215,19.06088709677419,33.49590163934426,1016.938948787062,72.68010752688173,108.4
Lazdijų r. sav.,2018,8,1,36.0,19501.0,1306.0,19.07513440860215,19.06088709677419,33.49590163934426,1016.938948787062,72.68010752688173,108.4
Varėnos r. sav.,2018,8,1,69.0,22280.0,2216.0,19.02943548387097,18.986290322580643,38.73061224489796,1016.9494623655914,71.9489247311828,34.7
Alytaus apskritis,2018,8,9,49.5,142179.0,5418.0,19.02943548387097,18.986290322580643,38.73061224489796,1016.9494623655914,71.9489247311828,34.7
Birštono sav.,2018,8,1,47.1,4249.0,122.0,19.0614247311828,19.01491935483871,34.24246575342466,1016.5125,72.86155913978494,66.2
Jonavos r. sav.,2018,8,10,41.3,42580.0,944.0,19.108870967741936,19.09018817204301,41.55798090040928,1016.4576612903226,72.4247311827957,72.6
Kaišiadorių r. sav.,2018,8,2,33.0,30835.0,1087.0,19.0614247311828,19.01491935483871,34.24246575342466,1016.5125,72.86155913978494,66.2
Kauno m. sav.,2018,8,61,17.5,292823.0,157.0,19.0614247311828,19.01491935483871,34.24246575342466,1016.5125,72.86155913978494,66.2
Kauno r. sav.,2018,8,17,32.3,88825.0,1496.0,19.0614247311828,19.01491935483871,34.24246575342466,1016.5125,72.86155913978494,66.2
Kėdainių r. sav.,2018,8,5,25.1,47694.0,1677.0,19.478600269179005,19.42409152086137,37.771232876712325,1016.3417227456258,70.01078167115902,37.0
Prienų r. sav.,2018,8,2,27.8,26482.0,1033.0,19.0614247311828,19.01491935483871,34.24246575342466,1016.5125,72.86155913978494,66.2
Raseinių r. sav.,2018,8,4,24.0,32959.0,1573.0,18.77983870967742,18.720026881720432,41.05718270571827,1016.095564516129,72.16666666666667,40.8
Kauno apskritis,2018,8,102,29.7,566447.0,8087.0,19.0614247311828,19.01491935483871,34.24246575342466,1016.5125,72.86155913978494,66.2
Klaipėdos m. sav.,2018,8,3,19.8,151917.0,98.0,20.26989247311828,20.365188172043013,44.72043010752688,1015.66438172043,73.53225806451613,52.8
Klaipėdos r. sav.,2018,8,3,26.5,52150.0,1323.0,20.26989247311828,20.365188172043013,44.72043010752688,1015.66438172043,73.53225806451613,52.8
Kretingos r. sav.,2018,8,4,35.0,38219.0,989.0,20.26989247311828,20.365188172043013,44.72043010752688,1015.66438172043,73.53225806451613,52.8
Neringos sav.,2018,8,0,53.7,3193.0,139.0,20.866129032258065,21.05887096774193,37.13037634408602,1015.8762096774194,74.49327956989248,74.2
Palangos m. sav.,2018,8,5,39.3,15676.0,79.0,20.26989247311828,20.365188172043013,44.72043010752688,1015.66438172043,73.53225806451613,52.8
Šilutės r. sav.,2018,8,3,42.1,40069.0,1682.0,18.978763440860217,19.055913978494623,44.17520215633423,1016.0,77.46908602150538,58.4
Skuodo r. sav.,2018,8,1,10.9,17400.0,911.0,18.813575268817203,18.787634408602152,41.54668470906631,1015.6756393001344,73.2486559139785,86.3
Klaipėdos apskritis,2018,8,19,26.6,318624.0,5222.0,20.26989247311828,20.365188172043013,44.72043010752688,1015.66438172043,73.53225806451613,52.8
Marijampolės r. sav.,2018,8,3,,,,19.322446236559134,19.33870967741936,35.17567567567568,1016.4666666666666,73.03360215053763,37.0
Šakių r. sav.,2018,8,1,23.0,28428.0,1454.0,19.322446236559134,19.33870967741936,35.17567567567568,1016.4666666666666,73.03360215053763,37.0
Vilkaviškio r. sav.,2018,8,0,10.9,36900.0,1262.0,19.322446236559134,19.33870967741936,35.17567567567568,1016.4666666666666,73.03360215053763,37.0
Marijampolės apskritis,2018,8,4,22.0,143567.0,4465.0,19.322446236559134,19.33870967741936,35.17567567567568,1016.4666666666666,73.03360215053763,37.0
Biržų r. sav.,2018,8,2,27.7,24393.0,1476.0,18.905241935483872,18.876075268817203,46.65564738292011,1015.7764784946236,72.94623655913979,34.5
Kupiškio r. sav.,2018,8,4,30.0,17462.0,1080.0,19.170698924731184,19.15228494623656,43.19034482758621,1016.1190860215054,72.875,69.1
Panevėžio r. sav.,2018,8,11,35.4,35966.0,2177.0,19.170698924731184,19.15228494623656,43.19034482758621,1016.1190860215054,72.875,69.1
Panevėžio m. sav.,2018,8,26,1.6,91061.0,50.0,19.170698924731184,19.15228494623656,43.19034482758621,1016.1190860215054,72.875,69.1
Pasvalio r. sav.,2018,8,0,17.2,24493.0,1289.0,18.905241935483872,18.876075268817203,46.65564738292011,1015.7764784946236,72.94623655913979,34.5
Rokiškio r. sav.,2018,8,4,29.8,30378.0,1806.0,18.60456989247312,18.604166666666668,49.42307692307692,1016.450806451613,76.06989247311827,62.2
Panevėžio apskritis,2018,8,47,28.7,223753.0,7878.0,18.905241935483872,18.876075268817203,46.65564738292011,1015.7764784946236,72.94623655913979,34.5
Akmenės r. sav.,2018,8,1,32.7,20365.0,844.0,18.813575268817203,18.787634408602152,41.54668470906631,1015.6756393001344,73.2486559139785,86.3
Joniškio r. sav.,2018,8,3,20.0,21868.0,1152.0,19.28991935483871,19.258198924731182,40.95006747638327,1015.9375,73.39381720430107,38.7
Kelmės r. sav.,2018,8,2,32.7,27689.0,1705.0,18.77983870967742,18.720026881720432,41.05718270571827,1016.095564516129,72.16666666666667,40.8
Radviliškio r. sav.,2018,8,5,26.0,36790.0,1634.0,19.28991935483871,19.258198924731182,40.95006747638327,1015.9375,73.39381720430107,38.7
Šiaulių m. sav.,2018,8,20,6.0,100824.0,82.0,19.28991935483871,19.258198924731182,40.95006747638327,1015.9375,73.39381720430107,38.7
Šiaulių r. sav.,2018,8,5,35.3,41137.0,1806.0,19.28991935483871,19.258198924731182,40.95006747638327,1015.9375,73.39381720430107,38.7
Šiaulių apskritis,2018,8,37,28.1,268546.0,8537.0,19.28991935483871,19.258198924731182,40.95006747638327,1015.9375,73.39381720430107,38.7
Jurbarko r. sav.,2018,8,1,38.1,26690.0,1506.0,18.77983870967742,18.720026881720432,41.05718270571827,1016.095564516129,72.16666666666667,40.8
Šilalės r. sav.,2018,8,2,28.7,23403.0,1188.0,18.164650537634408,18.1502688172043,43.78896551724138,1015.9940780619112,76.40994623655914,40.6
Tauragės r. sav.,2018,8,1,38.7,39422.0,1179.0,18.164650537634408,18.1502688172043,43.78896551724138,1015.9940780619112,76.40994623655914,40.6
Tauragės apskritis,2018,8,4,33.2,97565.0,4408.0,18.164650537634408,18.1502688172043,43.78896551724138,1015.9940780619112,76.40994623655914,40.6
Mažeikių r. sav.,2018,8,3,29.7,53275.0,1220.0,18.813575268817203,18.787634408602152,41.54668470906631,1015.6756393001344,73.2486559139785,86.3
Plungės r. sav.,2018,8,19,36.4,34611.0,1105.0,18.813575268817203,18.787634408602152,41.54668470906631,1015.6756393001344,73.2486559139785,86.3
Telšių r. sav.,2018,8,1,35.6,41805.0,1439.0,18.813575268817203,18.787634408602152,41.54668470906631,1015.6756393001344,73.2486559139785,86.3
Telšių apskritis,2018,8,23,36.7,137417.0,4349.0,18.813575268817203,18.787634408602152,41.54668470906631,1015.6756393001344,73.2486559139785,86.3
Anykščių r. sav.,2018,8,4,33.2,24703.0,1764.0,18.60456989247312,18.604166666666668,49.42307692307692,1016.450806451613,76.06989247311827,62.2
Ignalinos r. sav.,2018,8,1,36.6,15831.0,1441.0,18.33351278600269,18.33876177658143,42.44019138755981,1016.5083445491252,76.76446837146703,43.4
Molėtų r. sav.,2018,8,3,31.6,18158.0,1367.0,18.60456989247312,18.604166666666668,49.42307692307692,1016.450806451613,76.06989247311827,62.2
Utenos r. sav.,2018,8,5,33.7,38366.0,1230.0,18.60456989247312,18.604166666666668,49.42307692307692,1016.450806451613,76.06989247311827,62.2
Visagino sav.,2018,8,1,57.5,19890.0,58.0,18.33351278600269,18.33876177658143,42.44019138755981,1016.5083445491252,76.76446837146703,43.4
Zarasų r. sav.,2018,8,6,37.8,16020.0,1331.0,18.33351278600269,18.33876177658143,42.44019138755981,1016.5083445491252,76.76446837146703,43.4
Utenos apskritis,2018,8,20,34.7,132968.0,7191.0,18.60456989247312,18.604166666666668,49.42307692307692,1016.450806451613,76.06989247311827,62.2
Šalčininkų r. sav.,2018,8,1,48.5,31363.0,1493.0,19.13924731182796,19.129301075268817,41.487004103967166,1016.9173620457605,71.3736559139785,54.0
Širvintų r. sav.,2018,8,2,33.5,15767.0,905.0,19.108870967741936,19.09018817204301,41.55798090040928,1016.4576612903226,72.4247311827957,72.6
Švenčionių r. sav.,2018,8,13,60.2,24238.0,1691.0,18.33351278600269,18.33876177658143,42.44019138755981,1016.5083445491252,76.76446837146703,43.4
Trakų r. sav.,2018,8,14,50.5,31759.0,1207.0,19.13924731182796,19.129301075268817,41.487004103967166,1016.9173620457605,71.3736559139785,54.0
Ukmergės r. sav.,2018,8,7,32.9,35427.0,1395.0,19.108870967741936,19.09018817204301,41.55798090040928,1016.4576612903226,72.4247311827957,72.6
Vilniaus r. sav.,2018,8,5,41.7,92776.0,2129.0,19.13924731182796,19.129301075268817,41.487004103967166,1016.9173620457605,71.3736559139785,54.0
Vilniaus m. sav.,2018,8,114,34.6,540623.0,400.0,19.13924731182796,19.129301075268817,41.487004103967166,1016.9173620457605,71.3736559139785,54.0
Vilniaus apskritis,2018,8,156,44.3,795134.0,9730.0,19.13924731182796,19.129301075268817,41.487004103967166,1016.9173620457605,71.3736559139785,54.0
Alytaus r. sav.,2018,9,1,25.1,26114.0,1403.0,14.047916666666667,13.970416666666669,48.78481012658228,1018.6098611111112,76.42361111111111,23.0
Alytaus m. sav.,2018,9,0,32.5,53996.0,39.0,14.047916666666667,13.970416666666669,48.78481012658228,1018.6098611111112,76.42361111111111,23.0
Druskininkų sav.,2018,9,2,69.4,20288.0,453.0,14.422083333333331,14.302777777777775,44.60084626234133,1018.7458333333332,76.32222222222222,39.8
Lazdijų r. sav.,2018,9,2,36.0,19501.0,1306.0,14.422083333333331,14.302777777777775,44.60084626234133,1018.7458333333332,76.32222222222222,39.8
Varėnos r. sav.,2018,9,6,69.0,22280.0,2216.0,14.047916666666667,13.970416666666669,48.78481012658228,1018.6098611111112,76.42361111111111,23.0
Alytaus apskritis,2018,9,11,49.5,142179.0,5418.0,14.047916666666667,13.970416666666669,48.78481012658228,1018.6098611111112,76.42361111111111,23.0
Birštono sav.,2018,9,2,47.1,4249.0,122.0,14.754027777777775,14.64402777777778,42.89260808926081,1018.0488888888888,75.79027777777777,55.3
Jonavos r. sav.,2018,9,10,41.3,42580.0,944.0,14.555416666666666,14.45111111111111,46.42715700141443,1017.7448611111112,74.40972222222223,30.5
Kaišiadorių r. sav.,2018,9,3,33.0,30835.0,1087.0,14.754027777777775,14.64402777777778,42.89260808926081,1018.0488888888888,75.79027777777777,55.3
Kauno m. sav.,2018,9,47,17.5,292823.0,157.0,14.754027777777775,14.64402777777778,42.89260808926081,1018.0488888888888,75.79027777777777,55.3
Kauno r. sav.,2018,9,18,32.3,88825.0,1496.0,14.754027777777775,14.64402777777778,42.89260808926081,1018.0488888888888,75.79027777777777,55.3
Kėdainių r. sav.,2018,9,1,25.1,47694.0,1677.0,14.938888888888888,14.84402777777778,43.73136427566807,1017.4908333333334,72.1125,19.1
Prienų r. sav.,2018,9,4,27.8,26482.0,1033.0,14.754027777777775,14.64402777777778,42.89260808926081,1018.0488888888888,75.79027777777777,55.3
Raseinių r. sav.,2018,9,2,24.0,32959.0,1573.0,14.200972222222225,14.11125,49.85428571428572,1017.5922222222224,75.45694444444445,41.9
Kauno apskritis,2018,9,87,29.7,566447.0,8087.0,14.754027777777775,14.64402777777778,42.89260808926081,1018.0488888888888,75.79027777777777,55.3
Klaipėdos m. sav.,2018,9,6,19.8,151917.0,98.0,16.025972222222222,16.02111111111111,52.37465181058496,1017.3763888888888,75.51599443671766,85.8
Klaipėdos r. sav.,2018,9,1,26.5,52150.0,1323.0,16.025972222222222,16.02111111111111,52.37465181058496,1017.3763888888888,75.51599443671766,85.8
Kretingos r. sav.,2018,9,5,35.0,38219.0,989.0,16.025972222222222,16.02111111111111,52.37465181058496,1017.3763888888888,75.51599443671766,85.8
Neringos sav.,2018,9,0,53.7,3193.0,139.0,16.36541666666667,16.366944444444446,41.327777777777776,1017.7375,75.6986111111111,69.0
Palangos m. sav.,2018,9,3,39.3,15676.0,79.0,16.025972222222222,16.02111111111111,52.37465181058496,1017.3763888888888,75.51599443671766,85.8
Šilutės r. sav.,2018,9,1,42.1,40069.0,1682.0,14.475,14.465972222222222,53.048022598870055,1017.7855555555556,79.24027777777778,69.3
Skuodo r. sav.,2018,9,0,10.9,17400.0,911.0,14.296666666666669,14.260972222222222,51.54815864022663,1017.09875,76.89305555555555,78.3
Klaipėdos apskritis,2018,9,16,26.6,318624.0,5222.0,16.025972222222222,16.02111111111111,52.37465181058496,1017.3763888888888,75.51599443671766,85.8
Marijampolės r. sav.,2018,9,7,,,,14.915277777777778,14.820416666666668,43.70113314447592,1018.2370833333332,74.47361111111111,19.6
Šakių r. sav.,2018,9,2,23.0,28428.0,1454.0,14.915277777777778,14.820416666666668,43.70113314447592,1018.2370833333332,74.47361111111111,19.6
Vilkaviškio r. sav.,2018,9,2,10.9,36900.0,1262.0,14.915277777777778,14.820416666666668,43.70113314447592,1018.2370833333332,74.47361111111111,19.6
Marijampolės apskritis,2018,9,11,22.0,143567.0,4465.0,14.915277777777778,14.820416666666668,43.70113314447592,1018.2370833333332,74.47361111111111,19.6
Biržų r. sav.,2018,9,0,27.7,24393.0,1476.0,14.485138888888889,14.390694444444444,45.03221288515406,1016.6905555555556,74.89027777777778,20.5
Kupiškio r. sav.,2018,9,1,30.0,17462.0,1080.0,14.565277777777778,14.477916666666667,45.82076813655761,1017.3148611111112,74.82916666666667,24.4
Panevėžio r. sav.,2018,9,8,35.4,35966.0,2177.0,14.565277777777778,14.477916666666667,45.82076813655761,1017.3148611111112,74.82916666666667,24.4
Panevėžio m. sav.,2018,9,18,1.6,91061.0,50.0,14.565277777777778,14.477916666666667,45.82076813655761,1017.3148611111112,74.82916666666667,24.4
Pasvalio r. sav.,2018,9,0,17.2,24493.0,1289.0,14.485138888888889,14.390694444444444,45.03221288515406,1016.6905555555556,74.89027777777778,20.5
Rokiškio r. sav.,2018,9,5,29.8,30378.0,1806.0,14.068055555555556,14.020555555555555,51.72687861271676,1017.5369444444444,77.99305555555556,40.0
Panevėžio apskritis,2018,9,32,28.7,223753.0,7878.0,14.485138888888889,14.390694444444444,45.03221288515406,1016.6905555555556,74.89027777777778,20.5
Akmenės r. sav.,2018,9,0,32.7,20365.0,844.0,14.296666666666669,14.260972222222222,51.54815864022663,1017.09875,76.89305555555555,78.3
Joniškio r. sav.,2018,9,0,20.0,21868.0,1152.0,14.661805555555556,14.614722222222223,47.9051724137931,1017.2030555555556,76.90416666666667,21.6
Kelmės r. sav.,2018,9,0,32.7,27689.0,1705.0,14.200972222222225,14.11125,49.85428571428572,1017.5922222222224,75.45694444444445,41.9
Radviliškio r. sav.,2018,9,8,26.0,36790.0,1634.0,14.661805555555556,14.614722222222223,47.9051724137931,1017.2030555555556,76.90416666666667,21.6
Šiaulių m. sav.,2018,9,14,6.0,100824.0,82.0,14.661805555555556,14.614722222222223,47.9051724137931,1017.2030555555556,76.90416666666667,21.6
Šiaulių r. sav.,2018,9,3,35.3,41137.0,1806.0,14.661805555555556,14.614722222222223,47.9051724137931,1017.2030555555556,76.90416666666667,21.6
Šiaulių apskritis,2018,9,28,28.1,268546.0,8537.0,14.661805555555556,14.614722222222223,47.9051724137931,1017.2030555555556,76.90416666666667,21.6
Jurbarko r. sav.,2018,9,2,38.1,26690.0,1506.0,14.200972222222225,14.11125,49.85428571428572,1017.5922222222224,75.45694444444445,41.9
Šilalės r. sav.,2018,9,4,28.7,23403.0,1188.0,13.697777777777777,13.61111111111111,51.42547033285094,1017.5730555555556,79.79027777777777,60.8
Tauragės r. sav.,2018,9,9,38.7,39422.0,1179.0,13.697777777777777,13.61111111111111,51.42547033285094,1017.5730555555556,79.79027777777777,60.8
Tauragės apskritis,2018,9,15,33.2,97565.0,4408.0,13.697777777777777,13.61111111111111,51.42547033285094,1017.5730555555556,79.79027777777777,60.8
Mažeikių r. sav.,2018,9,3,29.7,53275.0,1220.0,14.296666666666669,14.260972222222222,51.54815864022663,1017.09875,76.89305555555555,78.3
Plungės r. sav.,2018,9,7,36.4,34611.0,1105.0,14.296666666666669,14.260972222222222,51.54815864022663,1017.09875,76.89305555555555,78.3
Telšių r. sav.,2018,9,4,35.6,41805.0,1439.0,14.296666666666669,14.260972222222222,51.54815864022663,1017.09875,76.89305555555555,78.3
Telšių apskritis,2018,9,14,36.7,137417.0,4349.0,14.296666666666669,14.260972222222222,51.54815864022663,1017.09875,76.89305555555555,78.3
Anykščių r. sav.,2018,9,1,33.2,24703.0,1764.0,14.068055555555556,14.020555555555555,51.72687861271676,1017.5369444444444,77.99305555555556,40.0
Ignalinos r. sav.,2018,9,6,36.6,15831.0,1441.0,14.020277777777778,13.92347222222222,46.364532019704434,1017.4686111111112,79.34861111111111,55.7
Molėtų r. sav.,2018,9,7,31.6,18158.0,1367.0,14.068055555555556,14.020555555555555,51.72687861271676,1017.5369444444444,77.99305555555556,40.0
Utenos r. sav.,2018,9,1,33.7,38366.0,1230.0,14.068055555555556,14.020555555555555,51.72687861271676,1017.5369444444444,77.99305555555556,40.0
Visagino sav.,2018,9,0,57.5,19890.0,58.0,14.020277777777778,13.92347222222222,46.364532019704434,1017.4686111111112,79.34861111111111,55.7
Zarasų r. sav.,2018,9,2,37.8,16020.0,1331.0,14.020277777777778,13.92347222222222,46.364532019704434,1017.4686111111112,79.34861111111111,55.7
Utenos apskritis,2018,9,17,34.7,132968.0,7191.0,14.068055555555556,14.020555555555555,51.72687861271676,1017.5369444444444,77.99305555555556,40.0
Šalčininkų r. sav.,2018,9,1,48.5,31363.0,1493.0,14.590555555555556,14.461527777777777,50.12745098039216,1018.3201388888888,73.725,33.6
Širvintų r. sav.,2018,9,2,33.5,15767.0,905.0,14.555416666666666,14.45111111111111,46.42715700141443,1017.7448611111112,74.40972222222223,30.5
Švenčionių r. sav.,2018,9,7,60.2,24238.0,1691.0,14.020277777777778,13.92347222222222,46.364532019704434,1017.4686111111112,79.34861111111111,55.7
Trakų r. sav.,2018,9,8,50.5,31759.0,1207.0,14.590555555555556,14.461527777777777,50.12745098039216,1018.3201388888888,73.725,33.6
Ukmergės r. sav.,2018,9,5,32.9,35427.0,1395.0,14.555416666666666,14.45111111111111,46.42715700141443,1017.7448611111112,74.40972222222223,30.5
Vilniaus r. sav.,2018,9,15,41.7,92776.0,2129.0,14.590555555555556,14.461527777777777,50.12745098039216,1018.3201388888888,73.725,33.6
