,name,year,month,infection,forest cover,population
7536,Raseinių r. sav.,2014,4,0,23.7,36144.0
7537,Kauno apskritis,2014,4,8,29.7,588618.0
7538,Klaipėdos m. sav.,2014,4,0,19.8,158074.0
7539,Klaipėdos r. sav.,2014,4,0,26.0,50524.0
7540,Kretingos r. sav.,2014,4,0,34.6,40222.0
7541,Neringos sav.,2014,4,0,82.5,2722.0
7542,Palangos m. sav.,2014,4,0,40.0,15442.0
7543,Šilutės r. sav.,2014,4,0,42.2,42870.0
7544,Skuodo r. sav.,2014,4,1,10.6,19077.0
7545,Klaipėdos apskritis,2014,4,1,26.5,328931.0
7546,Marijampolės r. sav.,2014,4,0,,
7547,Šakių r. sav.,2014,4,0,23.0,31186.0
7548,Vilkaviškio r. sav.,2014,4,0,11.0,40563.0
7549,Marijampolės apskritis,2014,4,0,22.0,155001.0
7550,Biržų r. sav.,2014,4,1,27.2,26676.0
7551,Kupiškio r. sav.,2014,4,1,29.4,19155.0
7552,Panevėžio r. sav.,2014,4,1,34.9,37625.0
7553,Panevėžio m. sav.,2014,4,1,2.1,96640.0
7554,Pasvalio r. sav.,2014,4,0,17.0,26883.0
7555,Rokiškio r. sav.,2014,4,1,29.2,33227.0
7556,Panevėžio apskritis,2014,4,5,28.2,240206.0
7557,Akmenės r. sav.,2014,4,0,32.4,21897.0
7558,Joniškio r. sav.,2014,4,0,20.2,24607.0
7559,Kelmės r. sav.,2014,4,0,31.4,30610.0
7560,Radviliškio r. sav.,2014,4,0,25.7,40029.0
7561,Šiaulių m. sav.,2014,4,0,5.6,105298.0
7562,Šiaulių r. sav.,2014,4,0,34.9,42337.0
7563,Šiaulių apskritis,2014,4,1,27.6,286925.0
7564,Jurbarko r. sav.,2014,4,0,38.0,28821.0
7565,Šilalės r. sav.,2014,4,0,28.5,25451.0
7566,Tauragės r. sav.,2014,4,1,38.7,42045.0
7567,Tauragės apskritis,2014,4,1,33.1,105356.0
7568,Mažeikių r. sav.,2014,4,0,29.5,56449.0
7569,Plungės r. sav.,2014,4,0,36.1,36945.0
7570,Telšių r. sav.,2014,4,0,35.2,44995.0
7571,Telšių apskritis,2014,4,0,36.3,146688.0
7572,Anykščių r. sav.,2014,4,0,32.6,27112.0
7573,Ignalinos r. sav.,2014,4,0,36.3,17319.0
7574,Molėtų r. sav.,2014,4,1,31.3,19669.0
7575,Utenos r. sav.,2014,4,1,33.4,41223.0
7576,Visagino sav.,2014,4,0,58.0,21126.0
7577,Zarasų r. sav.,2014,4,0,37.3,17409.0
7578,Utenos apskritis,2014,4,2,34.3,143858.0
7579,Šalčininkų r. sav.,2014,4,2,48.0,33420.0
7580,Širvintų r. sav.,2014,4,0,33.3,16645.0
7581,Švenčionių r. sav.,2014,4,0,60.3,26346.0
7582,Trakų r. sav.,2014,4,4,49.9,33447.0
7583,Ukmergės r. sav.,2014,4,4,32.5,37898.0
7584,Vilniaus r. sav.,2014,4,2,41.6,93422.0
7585,Vilniaus m. sav.,2014,4,13,34.6,535362.0
7586,Vilniaus apskritis,2014,4,25,44.0,800631.0
7587,Alytaus r. sav.,2014,5,0,25.0,27410.0
7588,Alytaus m. sav.,2014,5,1,32.5,57520.0
7589,Druskininkų sav.,2014,5,0,69.1,21135.0
7590,Lazdyjų r.,2014,5,0,,
7591,Varėnos r. sav.,2014,5,0,68.7,24193.0
7592,Alytaus apskritis,2014,5,1,49.1,151648.0
7593,Birštono sav.,2014,5,1,47.1,4399.0
7594,Jonavos r. sav.,2014,5,3,41.8,44636.0
7595,Kaišiadorių r. sav.,2014,5,4,32.8,32608.0
7596,Kauno m. sav.,2014,5,26,17.7,305111.0
7597,Kauno r. sav.,2014,5,3,32.5,85893.0
7598,Kėdainių r. sav.,2014,5,2,25.1,51297.0
7599,Prienų r. sav.,2014,5,0,27.7,28530.0
7600,Raseinių r. sav.,2014,5,2,23.7,36144.0
7601,Kauno apskritis,2014,5,41,29.7,588618.0
7602,Klaipėdos m. sav.,2014,5,2,19.8,158074.0
7603,Klaipėdos r. sav.,2014,5,1,26.0,50524.0
7604,Kretingos r. sav.,2014,5,0,34.6,40222.0
7605,Neringos sav.,2014,5,0,82.5,2722.0
7606,Palangos m. sav.,2014,5,0,40.0,15442.0
7607,Šilutės r. sav.,2014,5,1,42.2,42870.0
7608,Skuodo r. sav.,2014,5,0,10.6,19077.0
7609,Klaipėdos apskritis,2014,5,4,26.5,328931.0
7610,Marijampolės r. sav.,2014,5,0,,
7611,Šakių r. sav.,2014,5,1,23.0,31186.0
7612,Vilkaviškio r. sav.,2014,5,0,11.0,40563.0
7613,Marijampolės apskritis,2014,5,1,22.0,155001.0
7614,Biržų r. sav.,2014,5,0,27.2,26676.0
7615,Kupiškio r. sav.,2014,5,2,29.4,19155.0
7616,Panevėžio r. sav.,2014,5,0,34.9,37625.0
7617,Panevėžio m. sav.,2014,5,3,2.1,96640.0
7618,Pasvalio r. sav.,2014,5,0,17.0,26883.0
7619,Rokiškio r. sav.,2014,5,0,29.2,33227.0
7620,Panevėžio apskritis,2014,5,5,28.2,240206.0
7621,Akmenės r. sav.,2014,5,0,32.4,21897.0
7622,Joniškio r. sav.,2014,5,0,20.2,24607.0
7623,Kelmės r. sav.,2014,5,0,31.4,30610.0
7624,Radviliškio r. sav.,2014,5,1,25.7,40029.0
7625,Šiaulių m. sav.,2014,5,4,5.6,105298.0
7626,Šiaulių r. sav.,2014,5,1,34.9,42337.0
7627,Šiaulių apskritis,2014,5,6,27.6,286925.0
7628,Jurbarko r. sav.,2014,5,0,38.0,28821.0
7629,Šilalės r. sav.,2014,5,2,28.5,25451.0
7630,Tauragės r. sav.,2014,5,2,38.7,42045.0
7631,Tauragės apskritis,2014,5,4,33.1,105356.0
7632,Mažeikių r. sav.,2014,5,0,29.5,56449.0
7633,Plungės r. sav.,2014,5,1,36.1,36945.0
7634,Telšių r. sav.,2014,5,2,35.2,44995.0
7635,Telšių apskritis,2014,5,3,36.3,146688.0
7636,Anykščių r. sav.,2014,5,3,32.6,27112.0
7637,Ignalinos r. sav.,2014,5,1,36.3,17319.0
7638,Molėtų r. sav.,2014,5,0,31.3,19669.0
7639,Utenos r. sav.,2014,5,4,33.4,41223.0
7640,Visagino sav.,2014,5,0,58.0,21126.0
7641,Zarasų r. sav.,2014,5,1,37.3,17409.0
7642,Utenos apskritis,2014,5,9,34.3,143858.0
7643,Šalčininkų r. sav.,2014,5,0,48.0,33420.0
7644,Širvintų r. sav.,2014,5,0,33.3,16645.0
7645,Švenčionių r. sav.,2014,5,1,60.3,26346.0
7646,Trakų r. sav.,2014,5,1,49.9,33447.0
7647,Ukmergės r. sav.,2014,5,3,32.5,37898.0
7648,Vilniaus r. sav.,2014,5,0,41.6,93422.0
7649,Vilniaus m. sav.,2014,5,27,34.6,535362.0
7650,Vilniaus apskritis,2014,5,32,44.0,800631.0
7651,Alytaus r. sav.,2014,6,2,25.0,27410.0
7652,Alytaus m. sav.,2014,6,3,32.5,57520.0
7653,Druskininkų sav.,2014,6,0,69.1,21135.0
7654,Lazdyjų r.,2014,6,0,,
7655,Varėnos r. sav.,2014,6,2,68.7,24193.0
7656,Alytaus apskritis,2014,6,7,49.1,151648.0
7657,Birštono sav.,2014,6,1,47.1,4399.0
7658,Jonavos r. sav.,2014,6,6,41.8,44636.0
7659,Kaišiadorių r. sav.,2014,6,4,32.8,32608.0
7660,Kauno m. sav.,2014,6,30,17.7,305111.0
7661,Kauno r. sav.,2014,6,16,32.5,85893.0
7662,Kėdainių r. sav.,2014,6,2,25.1,51297.0
7663,Prienų r. sav.,2014,6,0,27.7,28530.0
7664,Raseinių r. sav.,2014,6,3,23.7,36144.0
7665,Kauno apskritis,2014,6,62,29.7,588618.0
7666,Klaipėdos m. sav.,2014,6,1,19.8,158074.0
7667,Klaipėdos r. sav.,2014,6,3,26.0,50524.0
7668,Kretingos r. sav.,2014,6,1,34.6,40222.0
7669,Neringos sav.,2014,6,0,82.5,2722.0
7670,Palangos m. sav.,2014,6,2,40.0,15442.0
7671,Šilutės r. sav.,2014,6,1,42.2,42870.0
7672,Skuodo r. sav.,2014,6,0,10.6,19077.0
7673,Klaipėdos apskritis,2014,6,8,26.5,328931.0
7674,Marijampolės r. sav.,2014,6,0,,
7675,Šakių r. sav.,2014,6,2,23.0,31186.0
7676,Vilkaviškio r. sav.,2014,6,1,11.0,40563.0
7677,Marijampolės apskritis,2014,6,3,22.0,155001.0
7678,Biržų r. sav.,2014,6,0,27.2,26676.0
7679,Kupiškio r. sav.,2014,6,1,29.4,19155.0
7680,Panevėžio r. sav.,2014,6,1,34.9,37625.0
7681,Panevėžio m. sav.,2014,6,1,2.1,96640.0
7682,Pasvalio r. sav.,2014,6,0,17.0,26883.0
7683,Rokiškio r. sav.,2014,6,5,29.2,33227.0
7684,Panevėžio apskritis,2014,6,8,28.2,240206.0
7685,Akmenės r. sav.,2014,6,1,32.4,21897.0
7686,Joniškio r. sav.,2014,6,0,20.2,24607.0
7687,Kelmės r. sav.,2014,6,4,31.4,30610.0
7688,Radviliškio r. sav.,2014,6,2,25.7,40029.0
7689,Šiaulių m. sav.,2014,6,9,5.6,105298.0
7690,Šiaulių r. sav.,2014,6,1,34.9,42337.0
7691,Šiaulių apskritis,2014,6,17,27.6,286925.0
7692,Jurbarko r. sav.,2014,6,0,38.0,28821.0
7693,Šilalės r. sav.,2014,6,1,28.5,25451.0
7694,Tauragės r. sav.,2014,6,5,38.7,42045.0
7695,Tauragės apskritis,2014,6,6,33.1,105356.0
7696,Mažeikių r. sav.,2014,6,0,29.5,56449.0
7697,Plungės r. sav.,2014,6,0,36.1,36945.0
7698,Telšių r. sav.,2014,6,4,35.2,44995.0
7699,Telšių apskritis,2014,6,4,36.3,146688.0
7700,Anykščių r. sav.,2014,6,1,32.6,27112.0
7701,Ignalinos r. sav.,2014,6,1,36.3,17319.0
7702,Molėtų r. sav.,2014,6,0,31.3,19669.0
7703,Utenos r. sav.,2014,6,5,33.4,41223.0
7704,Visagino sav.,2014,6,0,58.0,21126.0
7705,Zarasų r. sav.,2014,6,2,37.3,17409.0
7706,Utenos apskritis,2014,6,9,34.3,143858.0
7707,Šalčininkų r. sav.,2014,6,1,48.0,33420.0
7708,Širvintų r. sav.,2014,6,0,33.3,16645.0
7709,Švenčionių r. sav.,2014,6,2,60.3,26346.0
7710,Trakų r. sav.,2014,6,11,49.9,33447.0
7711,Ukmergės r. sav.,2014,6,7,32.5,37898.0
7712,Vilniaus r. sav.,2014,6,3,41.6,93422.0
7713,Vilniaus m. sav.,2014,6,62,34.6,535362.0
7714,Vilniaus apskritis,2014,6,86,44.0,800631.0
7715,Alytaus r. sav.,2014,7,0,25.0,27410.0
7716,Alytaus m. sav.,2014,7,0,32.5,57520.0
7717,Druskininkų sav.,2014,7,3,69.1,21135.0
7718,Lazdyjų r.,2014,7,1,,
7719,Varėnos r. sav.,2014,7,0,68.7,24193.0
7720,Alytaus apskritis,2014,7,4,49.1,151648.0
7721,Birštono sav.,2014,7,2,47.1,4399.0
7722,Jonavos r. sav.,2014,7,10,41.8,44636.0
7723,Kaišiadorių r. sav.,2014,7,3,32.8,32608.0
7724,Kauno m. sav.,2014,7,53,17.7,305111.0
7725,Kauno r. sav.,2014,7,17,32.5,85893.0
7726,Kėdainių r. sav.,2014,7,9,25.1,51297.0
7727,Prienų r. sav.,2014,7,1,27.7,28530.0
7728,Raseinių r. sav.,2014,7,4,23.7,36144.0
7729,Kauno apskritis,2014,7,99,29.7,588618.0
7730,Klaipėdos m. sav.,2014,7,13,19.8,158074.0
7731,Klaipėdos r. sav.,2014,7,4,26.0,50524.0
7732,Kretingos r. sav.,2014,7,5,34.6,40222.0
7733,Neringos sav.,2014,7,0,82.5,2722.0
7734,Palangos m. sav.,2014,7,4,40.0,15442.0
7735,Šilutės r. sav.,2014,7,3,42.2,42870.0
7736,Skuodo r. sav.,2014,7,0,10.6,19077.0
7737,Klaipėdos apskritis,2014,7,29,26.5,328931.0
7738,Marijampolės r. sav.,2014,7,4,,
7739,Šakių r. sav.,2014,7,1,23.0,31186.0
7740,Vilkaviškio r. sav.,2014,7,0,11.0,40563.0
7741,Marijampolės apskritis,2014,7,5,22.0,155001.0
7742,Biržų r. sav.,2014,7,2,27.2,26676.0
7743,Kupiškio r. sav.,2014,7,0,29.4,19155.0
7744,Panevėžio r. sav.,2014,7,2,34.9,37625.0
7745,Panevėžio m. sav.,2014,7,9,2.1,96640.0
7746,Pasvalio r. sav.,2014,7,2,17.0,26883.0
7747,Rokiškio r. sav.,2014,7,5,29.2,33227.0
7748,Panevėžio apskritis,2014,7,20,28.2,240206.0
7749,Akmenės r. sav.,2014,7,0,32.4,21897.0
7750,Joniškio r. sav.,2014,7,1,20.2,24607.0
7751,Kelmės r. sav.,2014,7,2,31.4,30610.0
7752,Radviliškio r. sav.,2014,7,4,25.7,40029.0
7753,Šiaulių m. sav.,2014,7,22,5.6,105298.0
7754,Šiaulių r. sav.,2014,7,8,34.9,42337.0
7755,Šiaulių apskritis,2014,7,38,27.6,286925.0
7756,Jurbarko r. sav.,2014,7,0,38.0,28821.0
7757,Šilalės r. sav.,2014,7,2,28.5,25451.0
7758,Tauragės r. sav.,2014,7,2,38.7,42045.0
7759,Tauragės apskritis,2014,7,4,33.1,105356.0
7760,Mažeikių r. sav.,2014,7,5,29.5,56449.0
7761,Plungės r. sav.,2014,7,0,36.1,36945.0
7762,Telšių r. sav.,2014,7,11,35.2,44995.0
7763,Telšių apskritis,2014,7,16,36.3,146688.0
7764,Anykščių r. sav.,2014,7,5,32.6,27112.0
7765,Ignalinos r. sav.,2014,7,2,36.3,17319.0
7766,Molėtų r. sav.,2014,7,0,31.3,19669.0
7767,Utenos r. sav.,2014,7,8,33.4,41223.0
7768,Visagino sav.,2014,7,0,58.0,21126.0
7769,Zarasų r. sav.,2014,7,4,37.3,17409.0
7770,Utenos apskritis,2014,7,19,34.3,143858.0
7771,Šalčininkų r. sav.,2014,7,1,48.0,33420.0
7772,Širvintų r. sav.,2014,7,3,33.3,16645.0
7773,Švenčionių r. sav.,2014,7,4,60.3,26346.0
7774,Trakų r. sav.,2014,7,15,49.9,33447.0
7775,Ukmergės r. sav.,2014,7,5,32.5,37898.0
7776,Vilniaus r. sav.,2014,7,14,41.6,93422.0
7777,Vilniaus m. sav.,2014,7,94,34.6,535362.0
7778,Vilniaus apskritis,2014,7,136,44.0,800631.0
7779,Alytaus r. sav.,2014,8,1,25.0,27410.0
7780,Alytaus m. sav.,2014,8,3,32.5,57520.0
7781,Druskininkų sav.,2014,8,2,69.1,21135.0
7782,Lazdyjų r.,2014,8,2,,
7783,Varėnos r. sav.,2014,8,1,68.7,24193.0
7784,Alytaus apskritis,2014,8,9,49.1,151648.0
7785,Birštono sav.,2014,8,0,47.1,4399.0
7786,Jonavos r. sav.,2014,8,5,41.8,44636.0
7787,Kaišiadorių r. sav.,2014,8,3,32.8,32608.0
7788,Kauno m. sav.,2014,8,41,17.7,305111.0
7789,Kauno r. sav.,2014,8,4,32.5,85893.0
7790,Kėdainių r. sav.,2014,8,2,25.1,51297.0
7791,Prienų r. sav.,2014,8,1,27.7,28530.0
7792,Raseinių r. sav.,2014,8,0,23.7,36144.0
7793,Kauno apskritis,2014,8,56,29.7,588618.0
7794,Klaipėdos m. sav.,2014,8,13,19.8,158074.0
7795,Klaipėdos r. sav.,2014,8,5,26.0,50524.0
7796,Kretingos r. sav.,2014,8,5,34.6,40222.0
7797,Neringos sav.,2014,8,0,82.5,2722.0
7798,Palangos m. sav.,2014,8,3,40.0,15442.0
7799,Šilutės r. sav.,2014,8,1,42.2,42870.0
7800,Skuodo r. sav.,2014,8,3,10.6,19077.0
7801,Klaipėdos apskritis,2014,8,30,26.5,328931.0
7802,Marijampolės r. sav.,2014,8,0,,
7803,Šakių r. sav.,2014,8,1,23.0,31186.0
7804,Vilkaviškio r. sav.,2014,8,1,11.0,40563.0
7805,Marijampolės apskritis,2014,8,2,22.0,155001.0
7806,Biržų r. sav.,2014,8,2,27.2,26676.0
7807,Kupiškio r. sav.,2014,8,2,29.4,19155.0
7808,Panevėžio r. sav.,2014,8,1,34.9,37625.0
7809,Panevėžio m. sav.,2014,8,7,2.1,96640.0
7810,Pasvalio r. sav.,2014,8,0,17.0,26883.0
7811,Rokiškio r. sav.,2014,8,5,29.2,33227.0
7812,Panevėžio apskritis,2014,8,17,28.2,240206.0
7813,Akmenės r. sav.,2014,8,0,32.4,21897.0
7814,Joniškio r. sav.,2014,8,0,20.2,24607.0
7815,Kelmės r. sav.,2014,8,2,31.4,30610.0
7816,Radviliškio r. sav.,2014,8,1,25.7,40029.0
7817,Šiaulių m. sav.,2014,8,14,5.6,105298.0
7818,Šiaulių r. sav.,2014,8,4,34.9,42337.0
7819,Šiaulių apskritis,2014,8,26,27.6,286925.0
7820,Jurbarko r. sav.,2014,8,2,38.0,28821.0
7821,Šilalės r. sav.,2014,8,4,28.5,25451.0
7822,Tauragės r. sav.,2014,8,10,38.7,42045.0
7823,Tauragės apskritis,2014,8,16,33.1,105356.0
7824,Mažeikių r. sav.,2014,8,2,29.5,56449.0
7825,Plungės r. sav.,2014,8,1,36.1,36945.0
7826,Telšių r. sav.,2014,8,8,35.2,44995.0
7827,Telšių apskritis,2014,8,11,36.3,146688.0
7828,Anykščių r. sav.,2014,8,5,32.6,27112.0
7829,Ignalinos r. sav.,2014,8,1,36.3,17319.0
7830,Molėtų r. sav.,2014,8,2,31.3,19669.0
7831,Utenos r. sav.,2014,8,13,33.4,41223.0
7832,Visagino sav.,2014,8,1,58.0,21126.0
7833,Zarasų r. sav.,2014,8,2,37.3,17409.0
7834,Utenos apskritis,2014,8,24,34.3,143858.0
7835,Šalčininkų r. sav.,2014,8,1,48.0,33420.0
7836,Širvintų r. sav.,2014,8,0,33.3,16645.0
7837,Švenčionių r. sav.,2014,8,5,60.3,26346.0
7838,Trakų r. sav.,2014,8,5,49.9,33447.0
7839,Ukmergės r. sav.,2014,8,10,32.5,37898.0
7840,Vilniaus r. sav.,2014,8,11,41.6,93422.0
7841,Vilniaus m. sav.,2014,8,116,34.6,535362.0
7842,Vilniaus apskritis,2014,8,148,44.0,800631.0
7843,Alytaus r. sav.,2014,9,0,25.0,27410.0
7844,Alytaus m. sav.,2014,9,0,32.5,57520.0
7845,Druskininkų sav.,2014,9,0,69.1,21135.0
7846,Lazdyjų r.,2014,9,1,,
7847,Varėnos r. sav.,2014,9,3,68.7,24193.0
7848,Alytaus apskritis,2014,9,4,49.1,151648.0
7849,Birštono sav.,2014,9,2,47.1,4399.0
7850,Jonavos r. sav.,2014,9,6,41.8,44636.0
7851,Kaišiadorių r. sav.,2014,9,0,32.8,32608.0
7852,Kauno m. sav.,2014,9,50,17.7,305111.0
7853,Kauno r. sav.,2014,9,12,32.5,85893.0
7854,Kėdainių r. sav.,2014,9,4,25.1,51297.0
7855,Prienų r. sav.,2014,9,7,27.7,28530.0
7856,Raseinių r. sav.,2014,9,1,23.7,36144.0
7857,Kauno apskritis,2014,9,82,29.7,588618.0
7858,Klaipėdos m. sav.,2014,9,14,19.8,158074.0
7859,Klaipėdos r. sav.,2014,9,2,26.0,50524.0
7860,Kretingos r. sav.,2014,9,5,34.6,40222.0
7861,Neringos sav.,2014,9,0,82.5,2722.0
7862,Palangos m. sav.,2014,9,1,40.0,15442.0
7863,Šilutės r. sav.,2014,9,2,42.2,42870.0
7864,Skuodo r. sav.,2014,9,1,10.6,19077.0
7865,Klaipėdos apskritis,2014,9,25,26.5,328931.0
7866,Marijampolės r. sav.,2014,9,15,,
7867,Šakių r. sav.,2014,9,6,23.0,31186.0
7868,Vilkaviškio r. sav.,2014,9,0,11.0,40563.0
7869,Marijampolės apskritis,2014,9,21,22.0,155001.0
7870,Biržų r. sav.,2014,9,4,27.2,26676.0
7871,Kupiškio r. sav.,2014,9,2,29.4,19155.0
7872,Panevėžio r. sav.,2014,9,2,34.9,37625.0
7873,Panevėžio m. sav.,2014,9,15,2.1,96640.0
7874,Pasvalio r. sav.,2014,9,0,17.0,26883.0
7875,Rokiškio r. sav.,2014,9,5,29.2,33227.0
7876,Panevėžio apskritis,2014,9,28,28.2,240206.0
7877,Akmenės r. sav.,2014,9,2,32.4,21897.0
7878,Joniškio r. sav.,2014,9,1,20.2,24607.0
7879,Kelmės r. sav.,2014,9,3,31.4,30610.0
7880,Radviliškio r. sav.,2014,9,8,25.7,40029.0
7881,Šiaulių m. sav.,2014,9,16,5.6,105298.0
7882,Šiaulių r. sav.,2014,9,9,34.9,42337.0
7883,Šiaulių apskritis,2014,9,48,27.6,286925.0
7884,Jurbarko r. sav.,2014,9,1,38.0,28821.0
7885,Šilalės r. sav.,2014,9,2,28.5,25451.0
7886,Tauragės r. sav.,2014,9,10,38.7,42045.0
7887,Tauragės apskritis,2014,9,13,33.1,105356.0
7888,Mažeikių r. sav.,2014,9,4,29.5,56449.0
7889,Plungės r. sav.,2014,9,3,36.1,36945.0
7890,Telšių r. sav.,2014,9,15,35.2,44995.0
7891,Telšių apskritis,2014,9,22,36.3,146688.0
7892,Anykščių r. sav.,2014,9,5,32.6,27112.0
7893,Ignalinos r. sav.,2014,9,4,36.3,17319.0
7894,Molėtų r. sav.,2014,9,0,31.3,19669.0
7895,Utenos r. sav.,2014,9,3,33.4,41223.0
7896,Visagino sav.,2014,9,4,58.0,21126.0
7897,Zarasų r. sav.,2014,9,1,37.3,17409.0
7898,Utenos apskritis,2014,9,17,34.3,143858.0
7899,Šalčininkų r. sav.,2014,9,0,48.0,33420.0
7900,Širvintų r. sav.,2014,9,3,33.3,16645.0
7901,Švenčionių r. sav.,2014,9,4,60.3,26346.0
7902,Trakų r. sav.,2014,9,6,49.9,33447.0
7903,Ukmergės r. sav.,2014,9,5,32.5,37898.0
7904,Vilniaus r. sav.,2014,9,14,41.6,93422.0
7905,Vilniaus m. sav.,2014,9,86,34.6,535362.0
7906,Vilniaus apskritis,2014,9,118,44.0,800631.0
7907,Alytaus r. sav.,2014,10,1,25.0,27410.0
7908,Alytaus m. sav.,2014,10,1,32.5,57520.0
7909,Druskininkų sav.,2014,10,2,69.1,21135.0
7910,Lazdyjų r.,2014,10,0,,
7911,Varėnos r. sav.,2014,10,4,68.7,24193.0
7912,Alytaus apskritis,2014,10,8,49.1,151648.0
7913,Birštono sav.,2014,10,0,47.1,4399.0
7914,Jonavos r. sav.,2014,10,10,41.8,44636.0
7915,Kaišiadorių r. sav.,2014,10,2,32.8,32608.0
7916,Kauno m. sav.,2014,10,53,17.7,305111.0
7917,Kauno r. sav.,2014,10,9,32.5,85893.0
7918,Kėdainių r. sav.,2014,10,4,25.1,51297.0
7919,Prienų r. sav.,2014,10,1,27.7,28530.0
7920,Raseinių r. sav.,2014,10,1,23.7,36144.0
7921,Kauno apskritis,2014,10,80,29.7,588618.0
7922,Klaipėdos m. sav.,2014,10,3,19.8,158074.0
7923,Klaipėdos r. sav.,2014,10,1,26.0,50524.0
7924,Kretingos r. sav.,2014,10,5,34.6,40222.0
7925,Neringos sav.,2014,10,0,82.5,2722.0
7926,Palangos m. sav.,2014,10,1,40.0,15442.0
7927,Šilutės r. sav.,2014,10,1,42.2,42870.0
7928,Skuodo r. sav.,2014,10,1,10.6,19077.0
7929,Klaipėdos apskritis,2014,10,12,26.5,328931.0
7930,Marijampolės r. sav.,2014,10,4,,
7931,Šakių r. sav.,2014,10,6,23.0,31186.0
7932,Vilkaviškio r. sav.,2014,10,1,11.0,40563.0
7933,Marijampolės apskritis,2014,10,11,22.0,155001.0
7934,Biržų r. sav.,2014,10,3,27.2,26676.0
7935,Kupiškio r. sav.,2014,10,3,29.4,19155.0
7936,Panevėžio r. sav.,2014,10,10,34.9,37625.0
7937,Panevėžio m. sav.,2014,10,12,2.1,96640.0
7938,Pasvalio r. sav.,2014,10,2,17.0,26883.0
7939,Rokiškio r. sav.,2014,10,10,29.2,33227.0
7940,Panevėžio apskritis,2014,10,40,28.2,240206.0
7941,Akmenės r. sav.,2014,10,3,32.4,21897.0
7942,Joniškio r. sav.,2014,10,0,20.2,24607.0
7943,Kelmės r. sav.,2014,10,4,31.4,30610.0
7944,Radviliškio r. sav.,2014,10,4,25.7,40029.0
7945,Šiaulių m. sav.,2014,10,14,5.6,105298.0
7946,Šiaulių r. sav.,2014,10,3,34.9,42337.0
7947,Šiaulių apskritis,2014,10,31,27.6,286925.0
7948,Jurbarko r. sav.,2014,10,3,38.0,28821.0
7949,Šilalės r. sav.,2014,10,1,28.5,25451.0
7950,Tauragės r. sav.,2014,10,10,38.7,42045.0
7951,Tauragės apskritis,2014,10,14,33.1,105356.0
7952,Mažeikių r. sav.,2014,10,2,29.5,56449.0
7953,Plungės r. sav.,2014,10,8,36.1,36945.0
7954,Telšių r. sav.,2014,10,15,35.2,44995.0
7955,Telšių apskritis,2014,10,25,36.3,146688.0
7956,Anykščių r. sav.,2014,10,4,32.6,27112.0
7957,Ignalinos r. sav.,2014,10,4,36.3,17319.0
7958,Molėtų r. sav.,2014,10,0,31.3,19669.0
7959,Utenos r. sav.,2014,10,9,33.4,41223.0
7960,Visagino sav.,2014,10,1,58.0,21126.0
7961,Zarasų r. sav.,2014,10,5,37.3,17409.0
7962,Utenos apskritis,2014,10,23,34.3,143858.0
7963,Šalčininkų r. sav.,2014,10,2,48.0,33420.0
7964,Širvintų r. sav.,2014,10,1,33.3,16645.0
7965,Švenčionių r. sav.,2014,10,1,60.3,26346.0
7966,Trakų r. sav.,2014,10,7,49.9,33447.0
7967,Ukmergės r. sav.,2014,10,10,32.5,37898.0
7968,Vilniaus r. sav.,2014,10,13,41.6,93422.0
7969,Vilniaus m. sav.,2014,10,124,34.6,535362.0
7970,Vilniaus apskritis,2014,10,158,44.0,800631.0
7971,Alytaus r. sav.,2014,11,1,25.0,27410.0
7972,Alytaus m. sav.,2014,11,0,32.5,57520.0
7973,Druskininkų sav.,2014,11,0,69.1,21135.0
7974,Lazdyjų r.,2014,11,0,,
7975,Varėnos r. sav.,2014,11,1,68.7,24193.0
7976,Alytaus apskritis,2014,11,2,49.1,151648.0
7977,Birštono sav.,2014,11,0,47.1,4399.0
7978,Jonavos r. sav.,2014,11,3,41.8,44636.0
7979,Kaišiadorių r. sav.,2014,11,2,32.8,32608.0
7980,Kauno m. sav.,2014,11,14,17.7,305111.0
7981,Kauno r. sav.,2014,11,6,32.5,85893.0
7982,Kėdainių r. sav.,2014,11,3,25.1,51297.0
7983,Prienų r. sav.,2014,11,1,27.7,28530.0
7984,Raseinių r. sav.,2014,11,0,23.7,36144.0
7985,Kauno apskritis,2014,11,29,29.7,588618.0
7986,Klaipėdos m. sav.,2014,11,1,19.8,158074.0
7987,Klaipėdos r. sav.,2014,11,5,26.0,50524.0
7988,Kretingos r. sav.,2014,11,1,34.6,40222.0
7989,Neringos sav.,2014,11,0,82.5,2722.0
7990,Palangos m. sav.,2014,11,1,40.0,15442.0
7991,Šilutės r. sav.,2014,11,1,42.2,42870.0
7992,Skuodo r. sav.,2014,11,0,10.6,19077.0
7993,Klaipėdos apskritis,2014,11,9,26.5,328931.0
7994,Marijampolės r. sav.,2014,11,3,,
7995,Šakių r. sav.,2014,11,2,23.0,31186.0
7996,Vilkaviškio r. sav.,2014,11,1,11.0,40563.0
7997,Marijampolės apskritis,2014,11,6,22.0,155001.0
7998,Biržų r. sav.,2014,11,0,27.2,26676.0
7999,Kupiškio r. sav.,2014,11,3,29.4,19155.0
8000,Panevėžio r. sav.,2014,11,8,34.9,37625.0
8001,Panevėžio m. sav.,2014,11,19,2.1,96640.0
8002,Pasvalio r. sav.,2014,11,1,17.0,26883.0
8003,Rokiškio r. sav.,2014,11,4,29.2,33227.0
8004,Panevėžio apskritis,2014,11,35,28.2,240206.0
